name,ELO_x,prevdate,Best_Rating_to_Date,Avg_Elo_of_opponets,frFX,id
Kurt Holobaugh,1384.37,11/3/2018 0:00,1474.06,1225.83,25,a7151778b3381036
Marcus Aurelio,1383.92,11/29/2012 2:09,1514.95,1277.74,32,04643fd03d9159cc
Sai Wang,1383.86,5/30/2018 2:24,1383.86,1053.32,30,efb9a43415a56d34
Justin Lawrence,1383.63,4/13/2018 2:38,1417.63,1268.12,19,879f6cae48d25baa
Thiago Moises,1383.36,6/1/2018 3:36,1396.21,1188.02,12,d945aae53e3e54e6
Jim Crute,1383.24,7/24/2018 0:57,1383.24,1114.96,10,70e1f8a821b72c8b
Dakota Cochrane,1383.09,7/28/2018 2:24,1475.26,1203.99,49,8fa7e0bc052185ce
Royce Gracie,1383.03,2/19/2016 3:07,1386.96,1159.52,20,429e7d3725852ce9
Lucio Linhares,1382.94,10/5/2013 1:40,1396.26,1203.86,27,a780d16cf7eed44d
Pedro Rizzo,1382.91,9/12/2015 2:09,1444.47,1288.34,31,b44f39a5c6596953
Mike Campbell,1382.88,2/1/2013 2:38,1382.88,1174.12,17,f5585e675af7afd4
Wagner Prado,1382.87,6/9/2018 0:43,1382.87,1140.73,18,7f6ef4e1227600bc
Sijara Eubanks,1382.8,11/3/2018 0:00,1382.8,1216.25,10,4234f0097c83fa62
Marcin Bandel,1382.21,2/24/2018 2:24,1382.21,1130.48,21,5c2ce761399dc9c5
Liz Carmouche,1381.95,7/14/2018 0:43,1381.95,1246.09,18,51a0c09cbe9b8472
Hakeem Dawodu,1381.58,7/28/2018 1:55,1385.98,1240.96,10,2c9d00968f818270
Michinori Tanaka,1381.57,10/29/2017 2:24,1421.99,1225.7,15,64788ee44b062ded
Sidney Outlaw,1381.43,6/29/2018 2:38,1381.43,1126,19,871ce0b4a01922b6
Johnny Walker,1381.34,3/17/2018 2:52,1381.34,1107.57,15,c21f26bbde777573
Jennifer Maia,1381.18,7/14/2018 0:43,1449.9,1174.15,20,8e1f36476ef02a6a
Cat Zingano,1380.87,7/14/2018 1:55,1466.43,1212.47,17,3ecd936bd8814108
Semmy Schilt,1380.37,12/31/2008 1:12,1473.44,1212.03,41,d5ed14b2153c6ed2
Joey Villasenor,1380.08,6/2/2012 2:09,1488.11,1173.8,39,15515e797aedc137
Michelle Waterson,1380.07,10/6/2018 0:00,1380.07,1124.82,22,eb04b9d31e938edb
Christos Giagos,1379.89,9/22/2018 0:00,1409.39,1230.56,22,de45aaae23dfa392
Diego Nunes,1379.77,5/6/2018 1:40,1500.73,1231.96,30,3a24769a4855040a
Ednaldo Oliveira,1379.38,9/23/2017 2:52,1404.27,1120.76,23,acd9513399a8b09b
Genki Sudo,1379.01,12/31/2006 1:40,1386.92,1108.94,21,99dd0147dc4ef80c
Kiyoshi Tamura,1378.95,12/31/2008 2:24,1498.56,1207.37,48,30e8b4505f5ccf92
Colton Smith,1378.21,4/30/2016 1:12,1408.89,1224.73,17,2e25c1d983c26311
Javier Vazquez,1378.12,6/26/2011 1:26,1378.12,1171.43,21,be5cfd73617a5b1a
Gasan Umalatov,1377.97,10/20/2018 4:30,1377.97,1157.77,26,7a39bbac8cc0fa70
Ryo Chonan,1377.87,10/20/2013 2:38,1404.82,1222.48,35,55a7b2d4e54ffac9
Brock Larson,1377.85,2/5/2016 2:52,1601.6,1155.23,52,5eedbf1e9601be35
Ernest Chavez,1377.39,12/11/2015 2:09,1377.39,1173.7,12,b406da701c479076
Zachary Micklewright,1377.32,12/13/2014 1:40,1377.32,1082.81,24,a36a14985a57a1c6
Viscardi Andrade,1377.02,5/5/2018 2:52,1475.17,1162.58,29,d221ee27afc7a60e
Joe Lauzon,1376.75,4/7/2018 1:12,1541.93,1294.04,50,3bad7ef643840f67
Alessio Di Chirico,1376.72,7/6/2018 1:40,1376.72,1149.58,17,77d7295d1b22c694
Alex Morono,1376.29,7/28/2018 2:09,1430.84,1148.16,22,cdb96af67d096b1e
Satoshi Ishii,1376.18,10/21/2017 1:26,1509.28,1276.68,27,c8a49ff2acb6f3c5
Ian Freeman,1375.93,7/27/2013 1:40,1375.93,1134.59,28,b4bc2e3353a770b5
Devin Clark,1375.75,4/7/2018 0:14,1380.63,1140.12,16,cc7040fe76f0ef91
Zak Ottow,1375.68,7/14/2018 2:52,1430.86,1179.37,22,47cd337b86b1af92
Carla Esparza,1375.2,9/8/2018 0:00,1489.39,1253.96,22,d910665038efc639
Jess Liaudin,1374.67,5/13/2012 2:09,1374.67,1115.09,33,a8aba6fd8a463043
Brian Bowles,1374.54,5/25/2013 0:28,1483.12,1257.4,14,b26d3e3746fb4024
Mike Swick,1374.5,7/11/2015 1:12,1569.24,1309.28,22,9fe85152f351e737
Stephan Bonnar,1374.2,11/15/2014 2:52,1438.22,1281.56,26,c6a33ff198aaaeeb
Mike Ciesnolevicz,1373.93,5/28/2011 1:26,1398.79,1108.86,25,51b0bb73a1da34bc
Alex Caceres,1373.88,7/6/2018 2:09,1414.59,1279,29,7aa3d6964eff4877
Tamdan McCrory,1373.83,10/1/2016 0:57,1468.77,1231.79,19,eff47295daf721a6
Shane Carwin,1373.63,6/11/2011 2:52,1476.65,1181.82,14,68dd7b3783c19f9c
Alex Garcia,1373.54,10/27/2018 0:00,1468.01,1263.4,21,a2b12c3f3d60ff69
Viktor Pesta,1373.09,7/9/2018 2:24,1409.3,1217.01,18,202b0467521c9d6f
Holly Holm,1372.69,6/9/2018 2:38,1471.18,1267.47,16,634e2fb70bde3fd5
Cory Devela,1372.65,3/12/2016 2:24,1455.46,1181.41,25,48544433372ecfa6
Ricky Rainey,1372.49,4/14/2018 2:09,1433.3,1198.83,20,9b1e3fb4f8cbd5b7
Dean Lister,1372.37,1/17/2015 3:07,1419.36,1264.09,20,68c6cd5287b473a7
LC Davis,1371.93,12/2/2016 1:26,1495.55,1214.5,31,6dab8ce5e4bffe77
Doug Marshall,1371.86,9/19/2014 2:38,1442.67,1193.23,26,0c1773639c795466
Yoshiro Maeda,1371.37,6/17/2018 2:09,1407.85,1190.26,57,a4bf17bd3ba3423b
Daniel Pineda,1371.35,3/9/2018 0:28,1423.98,1194.05,36,361d49960a196976
Jerrod Sanders,1371.1,4/27/2018 1:55,1450.48,1162.11,23,12f1b140e248bdb9
Marvin Vettori,1371.03,4/14/2018 2:52,1415.01,1163.55,20,7acbb0972e75281a
Vitor Ribeiro,1370.87,11/19/2010 2:52,1570.41,1268.5,25,a757c06bbdba61d2
Todd Duffee,1370.73,7/15/2015 2:52,1411.81,1256.84,12,bda04c573563cc2e
Jesse Ronson,1370.59,12/8/2017 1:55,1445.22,1204.99,27,5580771f383e141f
Wilson Gouveia,1370.56,4/27/2012 2:38,1418.31,1228.56,22,af5b208e97f5d382
Jason Saggo,1370.23,9/16/2017 0:14,1447.7,1218.98,16,4ac1ecf8ce59ef23
Luke Sanders,1370.15,8/25/2018 0:00,1497.28,1231.86,15,96428b9e9bd048ea
Jordan Rinaldi,1369.6,11/3/2018 0:00,1369.6,1194.55,22,c07efc18b231f170
Alexandre Franca Nogueira,1369.51,5/1/2014 2:24,1415.36,1201.41,27,4c27ca8c8481f79a
Chase Hooper,1369.38,7/24/2018 0:14,1369.38,1070.94,10,971246648e162f0d
Paul Craig,1369.14,3/17/2018 0:43,1434.02,1125.27,15,eabf206b162b3b83
Koji Oishi,1368.78,8/29/2014 1:40,1431.39,1170.81,45,01daf32100ed7517
Justin Willis,1368.74,4/21/2018 2:09,1368.74,1155.68,10,ce1e867808ef5fce
Jordan Parsons,1368.55,11/20/2015 2:09,1430.38,1111.81,16,8b2a18d3c6735083
Nate Marquardt,1368.23,11/11/2017 2:24,1642.19,1331.24,56,a8e6a69796280f17
James Mulheron,1367.93,7/16/2017 1:40,1448.33,1154,17,8d5350fa18b79e9a
Luan Chagas,1367.7,4/21/2018 0:43,1433.96,1165.74,19,9ccf8371fd80d45d
Pat Healy,1367.5,1/13/2018 4:48,1627.92,1258.55,62,50d2f0018bcf9eef
Brennan Ward,1367.5,8/25/2017 2:52,1477.8,1260.44,21,67cd6495280b0a57
Anthony Lapsley,1367.3,5/10/2014 0:14,1476.1,1192.89,33,f3a853544e4413c4
Matthew Lopez,1367.18,4/14/2018 0:28,1428.57,1233.29,13,2fc7e9701642ca38
Kotetsu Boku,1367.18,12/9/2017 1:55,1437.86,1218.91,39,d227958e8a0c1466
Matt Schnell,1366.95,6/23/2018 0:43,1372.1,1153.31,20,67c1d46f4ed16f9e
Jim Alers,1366.54,7/29/2017 1:40,1502.43,1196.74,18,fe5a9547479396ab
Dwight Grant,1366.3,6/19/2018 0:14,1366.3,1098.5,12,8be158ca1e5ea6a0
Brandon Moreno,1366.13,5/19/2018 1:26,1448.24,1159.6,20,792be9a24df82ed6
Allan Nascimento,1365.98,7/15/2017 3:36,1388.43,1126,21,253076a23d03dcd0
Ryan Thomas,1365.91,5/9/2015 2:38,1365.91,1126.85,29,b732b326c362fb62
Dokonjonosuke Mishima,1365.82,10/15/2011 3:21,1439.66,1186.29,30,b14a68c533f4a4aa
Chance Rencountre,1365.58,6/1/2018 0:57,1394.68,1170.14,15,1ddb480b601cefb1
Yan Cabral,1365.56,1/6/2017 1:55,1431.26,1180.63,17,7cdd3e5d3aa9cb39
Antonio Carvalho,1365.27,3/16/2013 1:26,1397.24,1210.84,21,fef3d17e27e916e7
Marcin Prachnio,1364.79,9/15/2018 0:00,1462.86,1173.74,17,6370c1c1e12723d5
Antony Rea,1364.61,4/7/2018 0:43,1377.64,1092.06,49,c36e1f4fa755ffb4
Marcio Cruz,1364.44,11/2/2012 2:09,1373.3,1293,11,6aa1cbc1466e9a0b
Tecia Torres,1364.4,7/28/2018 2:38,1446.92,1204.62,23,31ef8b67e13495b3
Geronimo dos Santos,1364.23,7/28/2018 1:26,1447.37,1133.38,62,b51f6791c794e289
Tom Lawlor,1364.17,3/5/2016 2:09,1403.65,1243.16,20,4d44f37107f01b9b
Joe Soto,1363.82,2/3/2018 0:28,1441.24,1257.79,25,a4e85a58fbce64b2
Dave Herman,1363.73,5/16/2014 2:24,1479.92,1178.05,29,cbd6f1abf955e628
Mark Cherico,1363.53,8/22/2017 0:28,1421.32,1141.13,16,79a193111e3bc99b
Mitch Gagnon,1363.44,12/10/2016 0:57,1452.37,1221.34,16,b8592b4a383696cd
Alex Reyes,1363.35,9/16/2017 2:09,1402.26,1070.41,16,dc07493a87dc0a6e
Justin Eilers,1362.85,7/26/2008 1:12,1410.77,1149.05,29,27fc9218a3653e3c
Daniel Sarafian,1362.85,3/9/2018 3:07,1362.85,1228.21,18,7e47047d0971d566
Erik Koch,1362.8,1/27/2018 1:55,1536.17,1304.04,21,99bd87a300079ed9
Thiago Silva,1362.63,3/9/2018 3:21,1557.71,1269.66,30,2924886ee9c4c527
Danny Navarro,1362.42,12/16/2017 3:21,1418.68,1069.12,26,618f72750ec50b05
Nick Hein,1361.83,7/22/2018 1:40,1484.1,1202.34,20,2816ced060a21be3
Ramsey Nijem,1361.62,10/12/2018 0:15,1437.51,1292.12,22,22aa91e402d0fe1f
Andre Muniz,1361,3/24/2018 2:24,1396.29,1132.33,18,886264a0c9f4ea5e
Leslie Smith,1360.93,7/16/2017 0:14,1360.93,1200.61,21,76984112f697631f
David Mitchell,1360.76,3/11/2017 2:38,1496.17,1209.51,29,8f3df4c579cfbb69
Delson Heleno,1360.1,9/27/2017 1:26,1516.99,1199.51,41,970beed85bc46b63
Clay Collard,1359.87,4/13/2018 2:09,1409.7,1173.14,25,cc900c6a71ed23f3
Kenji Osawa,1359.64,4/29/2014 1:55,1431.18,1160.18,33,8eb239a52fc4ec14
Jesse Lennox,1359.31,6/12/2010 0:14,1474.96,1195.21,18,3ae10ac4df3df05c
Nathan Coy,1359.17,4/15/2017 0:28,1448.06,1237.41,24,15ec018d144710db
Johnny Eduardo,1359.13,6/1/2018 0:28,1471.97,1126.26,40,528c24b99fbaab79
Marius Zaromskis,1359.1,1/16/2015 1:40,1499.59,1224.74,30,abcf7e55a0a9ed89
Aaron Simpson,1359.04,3/23/2013 2:09,1434.45,1276.36,17,d5f820c11a121050
TJ Waldburger,1359.04,2/22/2014 1:55,1436.4,1218.71,25,8f2939f5fd9cca1e
Travis Lutter,1358.6,5/21/2010 1:55,1451.43,1275.95,18,622f015c81a9b13a
Matt Lindland,1357.65,5/21/2011 1:40,1538.03,1275.59,31,0e041d43a47d2e4b
Sherron Leggett,1357.64,7/21/2011 1:55,1434.15,1106.01,27,4f670b7972fa0a2e
Clint Godfrey,1357.1,6/1/2013 0:57,1387.66,1134.69,18,bd85ca0bb4f26cfc
Randy Brown,1356.95,7/14/2018 2:24,1421.96,1189.93,19,c6aee362c7a7d482
Ryan Quinn,1355.54,10/20/2017 2:38,1382.98,1202.45,22,cc23ed51619421a3
Darren Stewart,1355.39,9/8/2018 0:00,1369.42,1141.59,18,a17ad5a5048e8c3f
Kevin Casey,1355.33,8/25/2017 0:43,1420.56,1268.99,22,8d9586726252dbf7
Matt Bessette,1355.07,7/6/2018 0:28,1494.5,1204.66,32,0b8d512c79b4baf3
Ryan Janes,1354.93,12/1/2017 0:57,1354.93,1179.58,13,b59037262c8fe060
Drew McFedries,1354.78,8/15/2015 2:09,1388.45,1198.33,24,1fd4fbdcc67de844
Mike Aina,1354.67,11/14/2014 0:43,1354.67,1116.78,21,9e3dbb9c68ed5d1a
Pawel Pawlak,1354.41,8/18/2018 0:00,1354.41,1142.93,17,9310418684bc896f
Gleristone Santos,1353.91,5/5/2018 1:55,1555.78,1166.47,42,d12ee718fb35c35c
Alessio Sakara,1353.75,7/14/2018 1:12,1399.45,1204.26,33,7f955f71fa2ce7ac
Luke Barnatt,1353.4,6/16/2018 3:36,1457.74,1227.04,27,172c2135e70f87b7
Fabio Maldonado,1353.38,5/19/2018 2:38,1465.4,1214.05,36,1fb80f46d3c105d9
Kurt Pellegrino,1353.09,11/26/2011 1:55,1523.45,1232.38,26,aa1952ec0b3dd8e1
David Loiseau,1352.7,6/7/2014 1:55,1478.18,1218.67,34,22e47b53e4ceb27c
Takeya Mizugaki,1352.68,5/19/2018 2:52,1545.65,1289.59,37,48e093ea1f43a053
Pedro Nobre,1352.68,4/28/2018 1:12,1496.3,1131.71,28,e983c62faf677ab2
Falaniko Vitale,1352.06,9/26/2014 2:38,1478.98,1175.6,41,445a98acb8985970
Markus Perez,1351.83,8/25/2018 0:00,1419.84,1216,12,2ac4628c08ec5125
Steven Peterson,1351.64,7/6/2018 0:28,1388.53,1165.68,25,b93c06d09d1c4ac0
Ross Pearson,1351.29,7/28/2018 1:12,1504.85,1321.32,39,4f732e58ed907eff
Jeremy Lang,1351.09,7/23/2011 1:40,1427.8,1045.31,23,09422812370fbdfe
Sam Oropeza,1351.05,10/31/2015 1:55,1431,1157.56,16,6b8db407d49c6e4b
Leandro Issa,1350.94,10/6/2018 0:00,1413,1182.35,23,d1e1fdcea7c8a90a
Paul Buentello,1350.76,7/15/2016 2:52,1457.33,1181.04,52,f0abbb6f3444dae7
Tonya Evinger,1350.61,10/6/2018 0:00,1447.27,1158.2,31,b12a1d19ee383b7c
Yoshihiro Akiyama,1350.36,11/28/2015 2:09,1498.82,1251.99,22,b0550072e5f0afa7
Nasrat Haqparast,1349.99,10/27/2018 0:00,1349.99,1108.2,12,b7b84ccd221be298
Jonathan Meunier,1349.9,5/4/2018 2:52,1349.9,1118.74,11,5823ceab56741617
Danillo Villefort,1348.81,7/5/2018 0:28,1442.36,1193.94,21,fd87b1bbfcde9d5e
Brock Lesnar,1348.62,7/9/2016 2:38,1363.69,1427.89,9,513c6f1715e547a8
Marlon Vera,1348.55,8/4/2018 0:14,1391.77,1215.63,18,7c7332319c14094c
Hernani Perpetuo,1348.33,5/11/2018 2:09,1445.35,1167.75,26,575360be653ad6a6
Bobby Voelker,1348.32,6/16/2018 3:07,1436.5,1146.07,53,fb8a3025ae722e64
JJ Aldrich,1348.12,8/4/2018 2:09,1348.12,1122.71,21,6fd953151d981979
Danny Castillo,1348,12/19/2015 1:12,1531.29,1303.54,27,d1e7fc58d4225cdf
Jason Knight,1347.69,11/3/2018 0:00,1602.45,1180.86,30,bb1a2cdad6ff34db
Eiji Mitsuoka,1347.48,8/11/2012 0:14,1461.11,1230.92,29,2b4faacc16d66898
Alejandro Villalobos,1347.46,3/27/2015 1:26,1406.66,1096.49,21,2e88f2030d8a928a
Patrick Walsh,1347.3,3/31/2017 1:12,1409.33,1168.52,19,b4c96c3d9139bf0e
Shane Young,1347.26,6/23/2018 1:40,1347.26,1096.52,20,4cd8b03aee1d0138
Akira Kikuchi,1346.74,9/8/2007 2:24,1469.15,1185.08,20,9c37681096c6f3a9
Joe Giannetti,1346.03,7/6/2018 2:38,1385.43,1041.81,13,946db8a378903cc3
Buddy Roberts,1346.02,8/11/2012 1:40,1370.94,1110.21,15,b2a2da86546ddb19
Dileno Lopes,1345.48,3/24/2018 1:26,1506.87,1131.45,26,8270c00fae24c922
Junior Assuncao,1344.93,5/26/2018 2:38,1467.37,1186.11,25,d0d7160824278840
Hector Sandoval,1344.25,8/5/2017 1:12,1399.77,1164.39,18,449c890bd90f3374
Nick Newell,1344.24,7/24/2018 1:12,1424.24,1119.55,16,f562238becb9ec50
Jack Marshman,1344.22,11/3/2018 0:00,1484.95,1144.75,33,045f25b3a4c08e81
Yoshihiro Nakao,1344.01,12/30/2010 1:55,1391.51,1256.64,14,e18012194473e8b0
Daniel Omielanczuk,1343.98,3/24/2018 0:57,1446.14,1156.57,29,470fedbc8563ac47
Alexandre Ferreira,1343.72,11/13/2010 1:12,1379.52,1107.75,24,28ba5f27e473420c
Cody Pfister,1343.14,10/28/2017 0:57,1343.14,1159.99,24,5904b0b38dc6718d
Clifford Starks,1342.64,11/18/2017 2:09,1451.08,1220.13,19,5abf827d62f98fee
Shawn Jordan,1342.63,7/19/2018 0:28,1434.65,1182.13,30,ca2efc9d7d523c43
Louis Smolka,1342.63,6/23/2018 3:50,1487.39,1213.53,21,d2bc285ead803db0
Louis Gaudinot,1342.53,3/19/2016 1:55,1342.53,1227.81,16,b72a60a0cadff408
Tony Sims,1342.51,1/2/2016 1:55,1440.02,1199.69,16,57bad6a84230f0c9
Patrick Cummins,1342.08,10/27/2018 0:00,1442.35,1334.05,16,e51e5cb722bd47a8
David Heath,1341.93,12/8/2012 1:26,1355.8,1164.12,26,4f95f74620a6b7a4
Jesse Bongfeldt,1341.73,11/26/2011 3:50,1411.09,1085.47,31,934de214814b8ff4
Naoki Inoue,1341.58,6/23/2018 0:43,1406.06,1068.31,14,199eb7cf6ae90294
Devin Cole,1341.4,11/3/2012 2:24,1402.96,1186.99,32,1174782eacde9b0c
Kyung Ho Kang,1341.12,8/4/2018 1:12,1386.36,1164.06,23,a7897d200692ab64
Emanuel Newton,1341.04,10/13/2017 2:52,1695.1,1289.17,40,fbbbc68d368832fa
James Head,1340.93,8/28/2013 0:43,1402.35,1257.29,13,19a8cce18a1cef9e
Ansar Chalangov,1340.84,12/3/2009 2:52,1360.04,1160.22,19,7342fcc41a4817fa
Adam Wieczorek,1340.53,11/3/2018 0:00,1397.59,1127.46,12,efa1f6b42c86793c
Shane Roller,1340.36,10/5/2012 0:43,1437.71,1291.47,18,75e0d3cc2262b732
Igor Vovchanchyn,1340.17,8/28/2005 0:14,1602.96,1126.48,66,7929be8290289a47
Francisco France,1339.94,2/18/2017 2:09,1420.47,1219.94,19,ecfdbf38681a59ba
Andre Soukhamthath,1339.87,10/27/2018 0:00,1340.12,1171,22,d0e50a3d1b250708
Marina Rodriguez,1339.85,9/22/2018 0:00,1353.5,1075.04,11,cd2c4d30c6e13b47
Caros Fodor,1339.77,6/30/2017 0:28,1430.26,1195.78,24,01d2ed8c502e3828
Cole Miller,1339.55,12/17/2016 1:55,1470.87,1203.92,42,282fa667ff9c51ed
Matt Hamill,1339.21,4/14/2018 3:07,1499.29,1313.64,22,98b80a717b9bda17
Humberto Bandenay,1338.82,5/19/2018 0:57,1388.55,1113.83,21,2c2caf2f2bab9df5
Lewis Gonzalez,1338.51,8/27/2016 2:24,1432.56,1208.22,15,2ff2e6e5abea3e53
Joanne Calderwood,1338.48,8/25/2018 0:00,1401.31,1224.62,17,12f91bfa8f1f723b
Melvin Manhoef,1338.46,4/8/2017 1:12,1481.76,1226.5,47,e5767ed355a937c2
Krzysztof Soszynski,1338.35,12/10/2011 1:40,1394.18,1155.23,42,59583ff832fe9d68
Cory Hendricks,1338.24,12/23/2017 0:57,1338.24,1127.68,13,9ab9912e0f8fa6d6
Khalid Taha,1338.12,7/22/2018 1:12,1383.01,1114.84,16,b4537562f88ac582
Reza Madadi,1338.06,5/28/2017 0:57,1425.04,1206.89,20,e25bcbcdaf6537a1
Andrea Lee,1337.92,5/19/2018 2:09,1337.92,1102.68,15,05fa626cb33d15b8
Jake Ellenberger,1337.9,8/25/2018 0:00,1700.12,1314.91,47,d81ac739417d7f53
James Te Huna,1337.65,3/19/2016 1:55,1524.2,1227.44,25,f5431394fb284bb9
Abner Lloveras,1337.52,3/10/2018 2:09,1503.73,1157.84,35,6448e57a9533b7e4
Augusto Montano,1337.06,9/17/2016 1:12,1422.51,1136.47,18,94508d80e1f885fc
Anthony Adams,1336.97,7/17/2018 0:43,1408.42,1129.3,13,a77633a989013265
Jake Collier,1336.94,11/11/2017 0:28,1336.94,1187.65,15,92fa1401b7927da3
Miguel Torres,1336.75,9/24/2016 2:38,1651.22,1165.99,53,33b2f68ef95252e0
Jason Jackson,1336.73,8/17/2018 0:00,1336.73,1171.94,16,ca8da445dfa82d56
Chris Tuchscherer,1336.58,2/27/2011 0:28,1536.93,1175.02,26,df05aa15b2d66f57
Marc Stevens,1336.55,6/29/2018 1:40,1354.42,1147.29,36,310c4d4b2b32796b
Nick Ring,1336.42,6/26/2015 2:24,1483.18,1177.72,20,b13da0b1a3aed3e7
Issei Tamura,1336.36,3/11/2018 2:52,1336.36,1234.9,20,57bf89d42364d39e
Sheldon Westcott,1335.99,1/2/2016 0:14,1385.92,1188.23,15,ec2d13a87d3d9541
Tatsuya Mizuno,1335.8,2/24/2018 2:52,1335.8,1216.35,31,478c8706bdb92440
Maximo Blanco,1335.49,9/17/2016 1:40,1411.84,1269.45,22,4a1329cc8eb0928a
Taila Santos,1335.27,8/13/2016 2:09,1335.27,993.26,15,f7467152fd9f18a2
Zach Makovsky,1335.16,10/14/2017 1:40,1528.19,1275.69,29,57ab4d7c0bc09a30
Roberto Sanchez,1335.05,9/8/2018 0:00,1385.49,1184.74,13,546f8599a63c29da
Luke Jumeau,1334.88,2/10/2018 0:14,1337.15,1089.89,19,4c288a2b250bb576
Yusaku Nakamura,1334.14,9/30/2018 0:00,1479.25,1197.89,21,03e8df49c4a059ba
Noad Lahat,1334.09,8/17/2018 0:00,1355.85,1185.35,16,9f755fb04cc21499
Ion Cutelaba,1333.89,7/28/2018 1:26,1333.89,1130.72,18,cd13728ae1151f46
Jessica Eye,1333.69,6/23/2018 2:38,1457.24,1198.17,25,f72465a784c1b084
Poliana Botelho,1333.07,5/19/2018 1:12,1333.07,1152.09,8,5c126c6aac3ef364
Nick Thompson,1332.83,4/9/2011 1:26,1619.97,1176.65,53,7d3caf0f96f1b33d
KJ Noons,1332.63,2/6/2016 1:26,1432.15,1319.1,23,b7ffa72aa148599a
Kazunori Yokota,1332.61,6/30/2018 4:19,1605.85,1237.15,38,a8e8587a06e73c87
Tim Williams,1332.58,8/25/2018 0:00,1423.47,1216.85,24,990bd63726a577f8
Nate James,1332.41,9/19/2014 2:52,1332.41,1145.43,23,a34fecf2f4e5a317
Mike Pyle,1332.32,3/3/2018 0:43,1641.57,1302.48,42,f5990c11974d8e9c
Kazuhiro Nakamura,1332.2,12/21/2014 3:36,1452.91,1275.55,34,b034747dc1d15491
Mitsuhiro Ishida,1332.12,12/16/2011 2:09,1518.83,1228.82,29,82f5c81f4e3c3eb5
Aaron Rosa,1331.97,10/11/2013 1:40,1425.95,1176.69,26,11f8860028b68fcf
Boston Salmon,1331.79,7/11/2017 0:43,1331.79,1133.83,10,98e946879ba20c0f
Alonzo Menifield,1331.44,6/12/2018 1:12,1331.44,1153.4,7,a495f599e787614f
Justin Wren,1331.12,3/3/2017 1:40,1331.12,1076.39,17,e78f601035d677f2
John Allan,1330.84,4/7/2018 2:24,1330.84,1068,19,6ebe96a116e79e52
James Terry,1330.74,9/29/2018 0:00,1376.17,1180.62,30,5befa793316d3469
Rory Markham,1330.72,5/20/2016 2:38,1414.49,1173.77,23,23a16ebe733e3041
Ed Herman,1330.29,10/27/2018 0:00,1505.64,1266.07,45,06f36cf4bd97ec77
Casey Kenney,1330.22,6/29/2018 2:09,1330.22,1152.52,12,e7bba7ce4d6c7b07
Brandon Thatch,1329.97,12/30/2016 0:28,1507.91,1230,19,638cfec7ec559d6e
Don Madge,1329.62,10/27/2018 0:00,1329.62,1141.8,12,68c7ad953455c73f
Jeremy Horn,1329.53,11/14/2015 0:57,1603.44,1139.93,119,8d26912cd2aeb366
Martin Bravo,1329.13,7/6/2018 2:09,1459.12,1120.93,16,9c44f290f5726d95
Jason Gonzalez,1329.09,9/16/2017 1:40,1367.22,1130.29,20,e45cfa47f504033a
Pascal Krauss,1329.04,8/31/2013 1:12,1377.52,1146.84,13,a01e84abefd85ec0
Shelton Graves,1329.02,8/8/2017 0:14,1329.02,1173.52,11,642862d6d63605cd
Ricky Turcios,1328.89,7/11/2017 0:43,1397.25,1076.93,13,cd3d7e37ff2d679c
David Baron,1328.5,2/15/2014 2:52,1509.36,1186.88,22,80c0bed43da0e27b
Marcos Galvao,1328.04,7/19/2018 0:43,1551.44,1310.55,30,e15d0a2519d6a0b5
Charles Byrd,1328.01,9/8/2018 0:00,1392.13,1166.1,15,76ee3d666c648f6b
Pearl Gonzalez,1327.94,9/1/2018 0:00,1327.94,1065.43,20,1ebdcb7488d0ebee
Austin Springer,1327.84,6/19/2018 0:43,1387.8,1130.31,17,37cc294027f55e4d
Nick Pace,1327.83,2/18/2017 2:24,1327.83,1172.81,13,8cb76103cd8a1562
Chris Horodecki,1327.71,11/4/2016 3:21,1501.4,1236.72,30,e29cf523ebd155c5
Clay French,1327.7,2/8/2014 2:09,1468.3,1172.78,27,73321668ff977f1b
Bojan Velickovic,1327.56,10/20/2018 5:00,1446.86,1281.85,27,fcce75a25c14a804
Gabriel Gonzaga,1327.47,5/5/2018 2:38,1500.17,1339.3,29,270b89c00ef0c55c
Rich Attonito,1327.29,12/10/2011 0:28,1383.04,1162.71,17,210935fd21670f6d
JC Cottrell,1327.26,1/28/2017 0:14,1430.45,1092.42,26,3ec1e4ba98c9c85a
Mike Budnik,1327.1,8/17/2013 2:09,1327.1,1152.34,18,b98209144b63ae26
Eddy Ellis,1327.02,7/29/2017 1:12,1385.81,1108.38,43,e60d773a0a42048a
Ian McCall,1326.83,5/6/2018 2:09,1461.37,1286.37,21,701e057d63c124d9
Michael Graves,1326.6,5/19/2018 1:40,1389.2,1165.59,15,3f1d23b01c552a13
Steve Kennedy,1326.6,6/16/2018 1:26,1416.61,1088.55,34,185fb0200a4605e6
Josh Koscheck,1326.57,2/18/2017 1:40,1672.21,1395.44,32,dd37fd509af89f15
Nissen Osterneck,1326.44,2/7/2014 0:28,1397.18,1154.86,17,d632d156c0549e07
Lando Vannata,1326.32,11/3/2018 0:00,1405.13,1231.22,15,f9b200db02b488d9
Nicolas Dalby,1326.2,9/1/2018 0:00,1529.39,1193.57,20,9d19d9e4aa2662e8
Cain Carrizosa,1326.18,2/2/2017 1:55,1326.18,1151.14,13,064b7dc68d786254
Nate Loughran,1325.86,8/7/2014 2:09,1390.27,1172.38,13,cbf94e4c4af4ff6d
Joe Jordan,1325.78,11/30/2012 2:38,1456.38,1067.18,68,712c4db78b9373d1
